0	20.178	97.632	378.031	484.759	308.85	522.122	318.89	274.183	533.702	387.421	250.284	259.971	36.522	71.121	264.462	143.632	80.978	233.816	61.271	71.406	131.287	504.138	404.833	203.522	509.236	128.683	168.14	165.942	102.109	118.935	186.62	313.27	483.561	90.72	455.908	73.223	395.354	514.816	202.198	108.83	277.986	373.882	374.084	423.07	159.343	504.699	51.753	146.826	71.665
20.572	0	110.72	391.119	507.964	321.938	535.027	331.978	251.318	546.79	410.626	263.372	273.059	49.61	75.536	277.55	156.72	93.883	246.904	38.406	48.541	108.422	517.043	428.038	216.61	522.324	131.085	145.275	179.03	79.244	132.023	199.708	326.358	496.649	112.355	468.813	77.638	418.559	538.021	215.286	121.918	255.121	397.087	387.172	446.275	136.478	527.904	28.888	159.914	56.118
96.714	110.387	0	282.942	523.225	212.37	505.77	222.41	364.392	438.613	425.887	147.817	163.491	60.904	153.239	189.502	94.249	112.192	137.336	151.48	161.615	221.496	487.786	443.299	107.042	414.147	89.246	258.349	95.735	192.318	58.685	91.531	218.181	388.472	91.498	439.556	106.553	433.82	553.282	127.231	86.566	319.85	412.348	278.995	461.536	249.552	543.165	141.962	74.534	154.93
376.93	390.603	280.876	0	603.207	171.323	310.095	105.967	561.012	162.971	505.869	323.232	168.156	341.12	437.771	188.59	258.202	377.997	177.199	431.696	441.831	501.712	395.079	523.281	254.036	138.505	332.825	538.565	368.418	472.534	348.859	205.834	97.784	112.83	376.03	210.84	391.085	503.188	633.264	210.906	371.098	446.697	481.053	44.053	541.518	529.768	623.147	422.178	347.217	435.146
484.87	496.207	524.313	604.095	0	702.254	449.34	695.749	370.987	665.076	90.343	676.965	653.375	481.106	554.024	529.228	526.549	411.771	627.22	514.065	503.973	408.962	353.734	82.702	632.344	735.3	459.907	451.671	624.883	472.537	580.063	572.04	676.643	616.826	573.624	518.66	556.126	126.141	53.866	530.473	591.734	256.672	151.488	639.509	82.166	490.24	44.231	487.368	603.682	554.568
307.363	321.036	210.36	169.884	701.455	0	474.264	66.291	575.041	327.14	604.117	208.784	53.708	271.553	367.255	246.513	219.583	322.841	75.872	362.129	372.264	432.145	544.797	621.529	157.166	287.586	294.206	468.998	260.406	402.967	255.667	144.005	107.274	276.999	305.514	368.355	320.569	605.851	731.512	184.242	300.582	523.197	583.716	134.315	639.766	460.201	721.395	352.611	254.025	365.579
522.23	533.567	503.271	309.481	446.269	474.021	0	408.665	497.41	220.882	368.405	642.895	470.854	492.549	591.384	317.431	420.968	449.409	487.934	574.66	584.795	512.544	96.065	366.343	514.576	416.067	404.237	555.253	590.813	576.119	571.254	432.754	400.482	198.007	570.77	140.34	559.922	323.512	446.899	391.187	593.493	383.095	299.808	346.752	384.58	593.822	466.209	565.142	569.612	591.928
317.055	330.728	220.052	104.832	695.67	66.568	409.212	0	584.733	262.088	598.332	218.476	63.4	281.245	376.947	198.185	229.275	332.533	85.564	371.821	381.956	441.837	487.542	615.744	166.858	222.534	303.898	478.69	270.098	412.659	265.359	153.697	42.221	211.947	315.206	303.303	330.261	595.651	725.727	193.934	310.274	532.889	573.516	69.263	633.981	469.893	715.61	362.303	263.717	375.271
273.699	251.173	363.847	560.522	369.966	575.065	498.215	585.105	0	621.503	272.628	516.499	526.186	302.737	332.369	463.942	405.713	290.935	500.031	242.785	218.437	177.997	402.609	290.04	469.737	691.727	339.071	120.143	432.157	187.001	385.15	452.835	611.357	573.253	360.511	475.087	325.794	280.561	400.023	465.187	380.801	117.123	259.089	595.936	308.277	158.778	389.906	222.955	413.041	304.076
531.279	544.952	435.225	161.911	664.584	326.451	220.906	261.095	622.389	0	567.246	478.36	323.284	495.469	592.12	342.939	412.551	532.346	331.548	586.045	596.18	637.523	312.812	584.658	408.385	268.497	487.174	680.232	522.767	626.883	503.208	360.183	252.912	53.12	530.379	150.219	545.434	540.259	694.641	365.255	525.447	508.074	516.555	199.182	602.895	684.117	684.524	576.527	501.566	589.495
